代码	名称	涨幅%%	现价	流通市值	流通股本(万)	市盈(动)	细分行业	当日___超大单	5分钟___涨幅%%	换手%%	今开	最高	最低	昨收	活跃度	总金额	量比	涨跌	
603959	百利科技	-1.69	30.31	         16.97亿	       5600.00	   173.96	建筑施工	 -493.6万	-0.03	          4.79	30.55	30.75	29.97	30.83	   1794	81045128	  0.96	-0.52	
603909	合诚股份	-0.43	52.97	         13.24亿	       2500.00	   100.23	建筑施工	   -6.4万	-0.41	          3.82	53.90	53.90	52.86	53.20	   1148	50739100	  0.72	-0.23	
603887	城地股份	10.02	25.58	          6.29亿	       2460.00	    31.44	建筑施工	   0.00	0.00	          0.07	25.58	25.58	25.58	23.25	     21	465837	0.00	2.33	
603843	正平股份	1.51	18.10	         18.05亿	       9970.00	   154.47	建筑施工	  315.5万	0.16	         10.29	18.00	18.19	17.84	17.83	   2221	185160928	  0.53	0.27	
603778	乾景园林	-1.29	28.27	         14.14亿	       5000.00	   111.45	建筑施工	 -295.9万	-0.17	          7.26	28.67	28.88	27.65	28.64	   1734	102373200	  0.98	-0.37	
603018	中设集团	-1.13	33.33	         41.95亿	      12586.58	    37.52	建筑施工	 -634.5万	0.00	          1.44	33.78	33.92	32.85	33.71	   1057	60474008	  1.06	-0.38	
603017	中衡设计	-1.27	23.23	         27.77亿	      11953.25	    51.11	建筑施工	 -135.7万	-0.04	          1.45	23.37	23.70	23.08	23.53	    954	40245304	  0.40	-0.30	
603007	花王股份	1.53	51.24	         17.09亿	       3335.00	    66.38	建筑施工	  448.1万	-0.05	         15.60	50.06	52.47	50.06	50.47	   2199	267916560	  0.96	0.77	
601800	中国交建	3.96	12.09	       1420.24亿	    1174723.50	    13.92	建筑施工	   1.65亿	0.00	          0.51	11.65	12.16	11.50	11.63	   2567	710786944	  4.69	0.46	
601789	宁波建工	0.00	6.14	         59.93亿	      97608.00	    32.67	建筑施工	   0.00	0.00	          0.00	--  	--  	--  	6.14	      1	0	  0.00	0.00	
601669	中国电建	1.46	6.24	        599.04亿	     960000.00	    12.42	建筑施工	   4739万	0.00	          0.56	6.13	6.25	6.09	6.15	   2488	331562368	  3.29	0.09	
601668	中国建筑	2.20	6.51	       1949.54亿	    2994681.50	     6.07	建筑施工	   3.00亿	0.15	          0.96	6.35	6.55	6.31	6.37	   2855	1857286656	  3.04	0.14	
601618	中国中冶	1.45	4.20	        682.04亿	    1623900.00	    16.61	建筑施工	   4931万	-0.23	          0.56	4.15	4.22	4.13	4.14	   2466	377147520	  2.48	0.06	
601611	中国核建	-0.94	14.77	         77.54亿	      52500.00	    71.29	建筑施工	  -1100万	0.06	          2.36	14.85	14.86	14.66	14.91	   2254	182876560	  0.74	-0.14	
601390	中国中铁	4.12	7.84	       1436.92亿	    1832803.13	    16.39	建筑施工	   4.01亿	-0.12	          1.09	7.45	7.98	7.43	7.53	   2862	1550516992	  5.73	0.31	
601186	中国铁建	2.44	9.67	       1112.36亿	    1150324.50	    11.28	建筑施工	   5.43亿	0.83	          1.54	9.39	9.72	9.33	9.44	   2788	1693282688	  4.38	0.23	
601117	中国化学	3.68	5.92	        292.03亿	     493300.00	    17.31	建筑施工	 -348.5万	0.50	          1.50	5.70	6.08	5.67	5.71	   2273	437092576	  6.95	0.21	
600970	中材国际	2.02	7.07	        115.94亿	     163994.59	    19.94	建筑施工	   1338万	0.00	          1.17	6.92	7.15	6.83	6.93	   1399	134404368	  2.23	0.14	
600853	龙建股份	-0.28	7.19	         38.60亿	      53680.76	   339.29	建筑施工	 -324.9万	0.27	          4.25	7.21	7.38	7.12	7.21	   2098	164793248	  0.97	-0.02	
600820	隧道股份	0.00	10.05	        315.98亿	     314409.63	    22.49	建筑施工	  589.0万	0.00	          1.53	10.00	10.10	9.98	10.05	   2374	482309664	  1.78	0.00	
600769	祥龙电业	-1.05	11.35	         42.56亿	      37497.71	   791.87	建筑施工	  106.0万	0.08	          0.85	11.50	11.54	11.26	11.47	    718	36102716	  0.60	-0.12	
600629	华建集团	-0.46	19.65	         68.38亿	      34799.98	    37.38	建筑施工	  164.1万	0.05	          0.38	19.74	19.80	19.46	19.74	    635	25964360	  0.78	-0.09	
600610	中毅达	0.00	12.55	         36.49亿	      29073.46	--  	建筑施工	   75.7万	0.00	          3.23	12.50	12.64	12.48	12.55	   2089	117900736	  1.09	0.00	
600545	新疆城建	0.00	6.86	         46.36亿	      67578.57	--  	建筑施工	   0.00	0.00	          0.00	--  	--  	--  	6.86	      1	0	  0.00	0.00	
600528	中铁二局	0.09	11.58	        168.98亿	     145920.00	   110.34	建筑施工	 -422.3万	-0.08	          1.72	11.46	11.79	11.38	11.57	   2183	291570464	  2.21	0.01	
600512	腾达建设	1.67	5.48	         53.20亿	      97080.54	    98.74	建筑施工	  741.0万	0.36	          4.42	5.44	5.55	5.43	5.39	   2321	235474784	  1.32	0.09	
600502	安徽水利	-1.10	9.86	         89.16亿	      90424.71	    54.31	建筑施工	  -3340万	-0.10	          2.91	10.01	10.09	9.71	9.97	   2324	260634016	  0.96	-0.11	
600491	龙元建设	0.21	14.02	        132.85亿	      94760.00	    67.72	建筑施工	  -2979万	0.14	          2.31	14.10	14.38	13.77	13.99	   2257	306839296	  1.03	0.03	
600326	西藏天路	0.00	9.51	         52.04亿	      54720.00	    40.37	建筑施工	  373.7万	0.31	          1.97	9.49	9.52	9.37	9.51	   1495	101651080	  0.76	0.00	
600284	浦东建设	0.09	11.24	         77.90亿	      69304.00	    26.93	建筑施工	   0.00	0.00	          0.48	11.21	11.26	11.14	11.23	    988	37625580	  0.82	0.01	
600248	延长化建	-0.23	8.50	         51.65亿	      60760.60	    47.68	建筑施工	   2116万	0.11	          2.41	8.52	8.60	8.35	8.52	   1492	124379160	  0.46	-0.02	
600170	上海建工	0.23	4.33	        299.04亿	     690631.50	    14.31	建筑施工	 -338.5万	0.23	          0.53	4.31	4.34	4.29	4.32	   2196	156365344	  1.11	0.01	
600083	博信股份	0.19	21.54	         48.88亿	      22692.27	   924.19	建筑施工	   27.1万	-0.04	          1.95	22.12	22.16	21.43	21.50	   1532	96344856	  1.39	0.04	
600068	葛洲坝	0.12	8.49	        352.21亿	     414857.63	    13.56	建筑施工	  -2127万	0.00	          1.07	8.51	8.64	8.37	8.48	   2534	375572480	  1.17	0.01	
600039	四川路桥	-0.46	4.33	        130.75亿	     301973.28	    18.20	建筑施工	 -802.3万	0.00	          0.66	4.34	4.37	4.29	4.35	   1472	85983416	  0.68	-0.02	
300536	农尚环境	10.00	45.08	         10.49亿	       2327.67	    86.77	建筑施工	   0.00	0.00	          0.33	45.08	45.08	45.08	40.98	    172	3500778	  3.24	4.10	
300517	海波重科	-1.93	54.39	         13.92亿	       2560.00	   145.21	建筑施工	  -2322万	0.01	         18.20	55.48	56.97	53.81	55.46	   2517	258406080	  2.16	-1.07	
300506	名家汇	10.00	37.72	         28.29亿	       7500.00	   235.97	建筑施工	   2.34亿	0.00	         41.40	36.01	37.72	36.00	34.29	   4006	1157181312	  3.72	3.43	
300500	苏州设计	-0.87	98.29	         14.74亿	       1500.00	    96.17	建筑施工	 -382.6万	0.19	         14.66	98.80	101.30	97.68	99.15	   2490	218769600	  0.84	-0.86	
300495	美尚生态	-1.52	45.93	         23.01亿	       5010.00	    66.35	建筑施工	 -544.8万	0.02	          4.22	46.21	46.54	45.60	46.64	   1772	97019368	  0.98	-0.71	
300492	山鼎设计	-2.09	52.11	         10.84亿	       2080.00	   572.68	建筑施工	   1113万	-0.17	         12.58	53.39	53.97	51.53	53.22	   2042	137379024	  0.87	-1.11	
300284	苏交科	0.08	26.04	         87.55亿	      33623.16	    57.48	建筑施工	  526.7万	0.03	          2.35	25.90	26.06	25.20	26.02	   2899	202579328	  1.17	0.02	
300237	美晨科技	-2.47	15.02	         52.18亿	      34737.46	    39.25	建筑施工	  -4015万	-0.33	          4.41	15.40	15.44	14.66	15.40	   2803	229116496	  1.10	-0.38	
002775	文科园林	0.30	26.52	         30.16亿	      11372.00	    53.46	建筑施工	  876.6万	0.07	          6.30	26.38	26.65	26.13	26.44	   2270	189213328	  0.85	0.08	
002755	东方新星	2.78	49.98	         17.56亿	       3514.00	--  	建筑施工	  341.3万	0.02	         30.02	48.29	50.47	47.60	48.63	   3795	519548192	  1.38	1.35	
002738	中矿资源	-1.42	25.63	         22.90亿	       8935.50	   143.28	建筑施工	 -559.7万	-0.19	          6.82	26.20	26.82	25.53	26.00	   2430	159783568	  1.14	-0.37	
002717	岭南园林	-1.46	29.64	         45.73亿	      15427.05	    57.59	建筑施工	 -713.3万	0.03	          2.92	30.13	30.20	29.37	30.08	   2379	133613128	  1.30	-0.44	
002663	普邦园林	-1.33	6.69	         69.06亿	     103226.78	    77.64	建筑施工	  -1124万	0.00	          1.69	6.78	6.81	6.60	6.78	   2576	116386760	  0.63	-0.09	
002659	中泰桥梁	2.42	19.45	         60.49亿	      31099.38	--  	建筑施工	   84.9万	0.05	          1.24	18.86	19.51	18.86	18.99	   1040	74364392	  1.28	0.46	
002628	成都路桥	-1.98	7.94	         54.02亿	      68037.40	   204.70	建筑施工	  -1741万	0.25	          3.69	8.08	8.12	7.85	8.10	   2611	199913568	  0.85	-0.16	
002586	围海股份	2.72	10.97	         76.03亿	      69310.68	   292.34	建筑施工	 -272.8万	0.64	          2.19	10.90	11.06	10.63	10.68	   2431	164172400	  1.12	0.29	
002542	中化岩土	-0.74	8.02	         49.90亿	      62224.46	    88.91	建筑施工	 -408.7万	-0.12	          0.69	8.08	8.08	7.96	8.08	    946	34345424	  0.80	-0.06	
002469	三维工程	-0.90	8.79	         40.73亿	      46342.32	   107.38	建筑施工	 -355.7万	0.00	          1.10	8.84	8.85	8.70	8.87	   1298	44797976	  0.92	-0.08	
002431	棕榈股份	-0.80	11.16	        100.84亿	      90361.82	   146.66	建筑施工	  -2587万	-0.08	          2.96	11.30	11.35	11.15	11.25	   3532	299918176	  0.82	-0.09	
002374	丽鹏股份	-4.58	8.54	         42.98亿	      50324.01	    58.53	建筑施工	  -5768万	0.11	         12.56	8.70	8.74	8.42	8.95	   4211	542215936	  1.41	-0.41	
002323	雅百特	3.67	14.40	         37.64亿	      26139.19	    72.50	建筑施工	   2553万	0.13	          5.62	13.82	14.49	13.82	13.89	   2895	209704432	  1.91	0.51	
002310	东方园林	-1.79	16.98	        240.45亿	     141608.91	    72.03	建筑施工	  -1.02亿	-0.05	          4.03	17.33	17.55	16.81	17.29	   4519	975197952	  1.15	-0.31	
002307	北新路桥	2.12	9.16	         51.05亿	      55730.91	   183.53	建筑施工	   2672万	-0.10	          5.23	9.03	9.23	8.92	8.97	   3072	265719984	  2.57	0.19	
002178	延华智能	0.96	9.45	         54.21亿	      57364.37	    89.02	建筑施工	   11.3万	0.10	          1.66	9.37	9.45	9.34	9.36	   2090	89738144	  1.04	0.09	
002140	东华科技	1.01	14.99	         65.84亿	      43922.60	    56.88	建筑施工	  -10.5万	-0.06	          0.62	14.84	15.04	14.80	14.84	   1189	40518196	  1.01	0.15	
002135	东南网架	-0.62	8.06	         54.10亿	      67119.45	    95.42	建筑施工	 -138.3万	0.24	          1.32	8.12	8.12	7.99	8.11	   1685	70981944	  0.89	-0.05	
002116	中国海诚	0.36	13.90	         57.30亿	      41224.25	    30.95	建筑施工	  369.8万	0.00	          0.58	13.87	14.00	13.69	13.85	    663	32829918	  0.92	0.05	
002062	宏润建设	1.27	7.97	         75.05亿	      94170.18	    43.78	建筑施工	  446.0万	-0.12	          1.72	7.87	8.28	7.87	7.87	   2186	131270008	  1.98	0.10	
002060	粤 水 电	-0.96	8.24	         49.51亿	      60081.83	    48.26	建筑施工	 -646.1万	0.12	          1.98	8.31	8.32	8.12	8.32	   2200	97519712	  0.85	-0.08	
002051	中工国际	-0.19	21.36	        196.58亿	      92033.89	    23.96	建筑施工	  161.3万	0.04	          0.68	21.46	21.58	21.07	21.40	   2059	133335720	  1.25	-0.04	
000961	中南建设	-1.83	9.66	        281.07亿	     290966.25	    53.18	建筑施工	   1.71亿	-0.61	          2.70	9.81	9.98	9.64	9.84	   3117	769426112	  1.11	-0.18	
000928	中钢国际	-2.68	17.04	         70.35亿	      41286.57	    23.59	建筑施工	  -8215万	0.35	         14.05	17.02	17.32	16.63	17.51	   4299	985709888	  1.42	-0.47	
000498	山东路桥	0.42	7.10	         25.15亿	      35417.01	    29.99	建筑施工	  -20.9万	0.00	          1.19	7.11	7.11	7.03	7.07	   1141	29787644	  0.71	0.03	
000090	天健集团	0.29	10.54	         81.53亿	      77354.20	    35.57	建筑施工	  -1032万	0.00	          1.64	10.49	10.60	10.43	10.51	   2556	133345616	  0.38	0.03	
000065	北方国际	-1.00	36.73	         98.07亿	      26700.71	    45.75	建筑施工	  -90.9万	0.05	          0.77	36.57	37.25	36.40	37.10	   1524	75534088	  0.89	-0.37	
000010	美丽生态	1.16	8.73	         35.61亿	      40792.98	   135.96	建筑施工	   2584万	-0.45	         13.16	8.08	9.10	7.81	8.63	   3701	458805024	  4.80	0.10	
601880	大连港	-0.82	2.41	        186.43亿	     773582.00	    70.28	港口	 -654.4万	0.00	          0.26	2.42	2.42	2.39	2.43	   1672	47541968	  0.73	-0.02	
601018	宁波港	0.00	5.07	        648.96亿	    1280000.00	    28.25	港口	  232.9万	0.39	          0.13	5.06	5.08	5.02	5.07	   1531	82475424	  0.91	0.00	
601008	连云港	0.20	4.95	         40.18亿	      81163.50	   408.83	港口	  338.4万	0.20	          0.58	4.95	4.95	4.91	4.94	    869	23355980	  1.03	0.01	
601000	唐山港	-0.76	3.94	        158.23亿	     401588.50	    12.57	港口	  -1392万	0.00	          0.30	3.96	3.98	3.90	3.97	   1093	46836848	  0.61	-0.03	
600717	天津港	-0.10	9.68	        162.12亿	     167476.91	    12.48	港口	 -620.1万	-0.10	          0.24	9.66	9.71	9.57	9.69	    889	39133440	  0.85	-0.01	
600317	营口港	-0.29	3.48	        225.26亿	     647298.31	    51.01	港口	 -193.0万	0.00	          0.10	3.49	3.49	3.45	3.49	   1057	23024364	  0.65	-0.01	
600279	重庆港九	-0.41	7.29	         50.52亿	      69295.85	    72.43	港口	  235.2万	-0.13	          0.98	7.30	7.34	7.25	7.32	   1173	49436968	  0.86	-0.03	
600190	锦州港	0.00	4.16	         55.70亿	     133898.05	   166.00	港口	 -272.5万	0.24	          0.42	4.14	4.17	4.11	4.16	    746	23537544	  1.19	0.00	
600018	上港集团	-0.38	5.18	       1178.72亿	    2275518.00	    20.57	港口	   46.9万	-0.38	          0.04	5.20	5.20	5.16	5.20	   1277	48617976	  0.87	-0.02	
600017	日照港	-0.25	4.01	        123.33亿	     307565.38	    38.44	港口	 -326.5万	0.00	          0.36	4.02	4.03	3.99	4.02	   1090	43818056	  0.49	-0.01	
002040	南 京 港	-0.73	14.90	         36.63亿	      24587.19	   124.26	港口	 -106.7万	-0.20	          1.37	14.92	14.98	14.62	15.01	   1505	50168004	  0.60	-0.11	
000905	厦门港务	0.91	11.10	         58.94亿	      53100.00	    35.50	港口	   77.7万	0.09	          1.89	10.93	11.13	10.87	11.00	   1734	110614632	  0.46	0.10	
000582	北部湾港	-3.67	18.11	         47.80亿	      26395.51	    32.66	港口	 -271.4万	-0.60	          2.93	18.78	18.78	18.02	18.80	   2628	141085984	  1.82	-0.69	
000507	珠海港	-0.33	6.11	         47.18亿	      77214.38	    33.07	港口	   0.00	0.00	          0.69	6.13	6.15	6.05	6.13	   1008	32404464	  0.55	-0.02	
000088	盐 田 港	-0.41	7.28	        141.39亿	     194212.77	    44.66	港口	  -65.0万	0.13	          0.19	7.31	7.31	7.22	7.31	   1020	27103146	  0.43	-0.03	
000022	深赤湾Ａ	-0.93	17.13	         79.63亿	      46486.60	    20.72	港口	 -371.9万	0.00	          0.48	17.27	17.33	16.93	17.29	   1027	38446748	  0.65	-0.16	
600897	厦门空港	-0.23	21.69	         64.59亿	      29781.00	    15.15	机场	 -108.3万	-0.04	          0.30	21.70	21.81	21.53	21.74	    614	19328616	  0.79	-0.05	
600009	上海机场	0.44	27.49	        300.60亿	     109347.64	    18.83	机场	  288.5万	-0.03	          0.33	27.37	27.57	27.30	27.37	   1821	97336304	  1.16	0.12	
600004	白云机场	0.36	14.00	        161.00亿	     115002.60	    11.58	机场	   48.8万	0.07	          0.35	13.95	14.01	13.82	13.95	    856	55971952	  1.10	0.05	
000089	深圳机场	-0.45	8.85	        181.49亿	     205076.95	    34.33	机场	 -749.8万	0.00	          0.33	8.92	8.92	8.80	8.89	   1339	59307964	  1.79	-0.04	
601518	吉林高速	0.98	4.11	         49.86亿	     121320.00	    26.54	路桥	  514.2万	0.00	          0.89	4.07	4.12	4.02	4.07	    847	44066784	  0.97	0.04	
601188	龙江交通	2.48	4.95	         60.05亿	     121320.00	    19.61	路桥	  447.0万	0.20	          0.87	4.81	5.02	4.77	4.83	   1096	51476116	  1.13	0.12	
601107	四川成渝	0.21	4.80	        103.81亿	     216274.00	    10.87	路桥	  -31.6万	0.20	          0.41	4.77	4.80	4.74	4.79	   1048	42507264	  1.10	0.01	
600548	深高速	-0.23	8.63	        123.69亿	     143327.03	    15.30	路桥	  138.5万	0.11	          0.16	8.64	8.69	8.59	8.65	    574	20055188	  0.86	-0.02	
600377	宁沪高速	-0.45	8.88	        337.26亿	     379798.13	    14.34	路桥	 -124.3万	-0.11	          0.05	8.90	8.91	8.86	8.92	    940	18178568	  0.94	-0.04	
600368	五洲交通	-0.50	5.98	         49.86亿	      83380.15	    17.21	路桥	 -341.4万	0.16	          0.69	5.99	6.01	5.93	6.01	    940	34150876	  0.80	-0.03	
600350	山东高速	0.63	6.40	        307.91亿	     481116.59	    12.13	路桥	  107.8万	0.31	          0.19	6.35	6.43	6.27	6.36	   1336	59531536	  0.78	0.04	
600269	赣粤高速	0.63	4.81	        112.33亿	     233540.70	     7.60	路桥	  572.7万	0.20	          0.73	4.79	4.82	4.78	4.78	   1440	82319888	  1.45	0.03	
600106	重庆路桥	-0.70	7.10	         64.45亿	      90774.20	    19.49	路桥	 -532.3万	0.14	          0.81	7.14	7.15	7.06	7.15	    998	52221052	  0.68	-0.05	
600035	楚天高速	-0.19	5.28	         76.74亿	     145337.80	    17.49	路桥	 -858.4万	0.18	          0.45	5.27	5.29	5.23	5.29	    885	34327988	  0.96	-0.01	
600033	福建高速	0.00	3.37	         92.49亿	     274440.00	    13.48	路桥	 -531.9万	0.29	          0.42	3.37	3.38	3.34	3.37	    802	38510360	  1.21	0.00	
600020	中原高速	-0.66	4.54	        102.03亿	     224737.19	    13.45	路桥	  -1503万	0.00	          1.14	4.52	4.56	4.49	4.57	   1466	116187608	  1.11	-0.03	
600012	皖通高速	2.33	12.73	        148.38亿	     116560.00	    21.92	路桥	  616.0万	-0.15	          0.40	12.44	12.78	12.38	12.44	   1382	58494068	  1.60	0.29	
000916	华北高速	--  	5.01	         54.61亿	     108997.39	    15.97	路桥	--  	--  	          0.00	--  	--  	--  	5.01	      0	0	  0.00	--  	
000900	现代投资	0.49	8.25	         83.36亿	     101042.21	    12.19	路桥	 -106.8万	0.12	          1.03	8.16	8.30	8.15	8.21	   2643	85995776	  1.09	0.04	
000886	海南高速	-0.87	5.68	         54.83亿	      96533.29	    86.78	路桥	 -192.6万	0.00	          0.63	5.72	5.74	5.63	5.73	    969	34389692	  0.81	-0.05	
000828	东莞控股	-1.01	10.79	        112.16亿	     103951.70	    13.88	路桥	 -221.2万	0.09	          0.77	10.79	10.87	10.69	10.90	   1971	85806176	  1.10	-0.11	
000548	湖南投资	-0.96	8.28	         41.33亿	      49920.10	    44.06	路桥	 -745.3万	-0.12	          1.74	8.39	8.42	8.22	8.36	   2421	72078696	  0.56	-0.08	
000429	粤高速Ａ	-0.29	6.86	         32.15亿	      46867.75	    14.18	路桥	 -310.3万	0.29	          0.81	6.85	6.88	6.75	6.88	   1081	25687502	  0.73	-0.02	
603223	恒通股份	2.12	37.02	         29.25亿	       7900.00	    79.00	公路	  276.1万	0.21	          3.85	36.25	37.05	35.88	36.25	   1183	111196264	  2.26	0.77	
603069	海汽集团	-0.05	18.79	         14.84亿	       7900.00	    76.02	公路	  -61.3万	0.05	          4.19	18.81	18.85	18.56	18.80	   1544	61981568	  0.58	-0.01	
600561	江西长运	-0.42	14.13	         33.50亿	      23706.40	 35260.15	公路	  -77.7万	0.64	          1.37	14.22	14.22	13.93	14.19	    851	45592068	  0.76	-0.06	
002682	龙洲股份	-0.94	14.79	         38.87亿	      26282.66	    89.42	公路	 -585.5万	0.06	          3.67	14.83	14.90	14.62	14.93	   2970	142287136	  0.92	-0.14	
